name,url,depth,error_msg
DavidWMarsden,https://marsdenforsenate.nationbuilder.com/users/password_resets/new,2,<twisted.python.failure.Failure scrapy.exceptions.IgnoreRequest: Forbidden by robots.txt>
DavidWMarsden,https://marsdenforsenate.nationbuilder.com/users/facebook/connect?page_id=88&scope=public_profile%2Cemail,2,<twisted.python.failure.Failure scrapy.exceptions.IgnoreRequest: Forbidden by robots.txt>
DavidWMarsden,https://marsdenforsenate.nationbuilder.com/users/twitter/connect?page_id=88,2,<twisted.python.failure.Failure scrapy.exceptions.IgnoreRequest: Forbidden by robots.txt>
DavidWMarsden,https://marsdenforsenate.nationbuilder.com/users/facebook/connect?page_id=87&scope=public_profile%2Cemail,2,<twisted.python.failure.Failure scrapy.exceptions.IgnoreRequest: Forbidden by robots.txt>
DavidWMarsden,https://marsdenforsenate.nationbuilder.com/users/twitter/connect?page_id=87,2,<twisted.python.failure.Failure scrapy.exceptions.IgnoreRequest: Forbidden by robots.txt>
DavidWMarsden,https://marsdenforsenate.nationbuilder.com/users/facebook/connect?page_id=89&scope=public_profile%2Cemail,2,<twisted.python.failure.Failure scrapy.exceptions.IgnoreRequest: Forbidden by robots.txt>
DavidWMarsden,https://marsdenforsenate.nationbuilder.com/users/twitter/connect?page_id=89,2,<twisted.python.failure.Failure scrapy.exceptions.IgnoreRequest: Forbidden by robots.txt>
DavidWMarsden,https://marsdenforsenate.nationbuilder.com/users/facebook/connect?page_id=90&scope=public_profile%2Cemail,2,<twisted.python.failure.Failure scrapy.exceptions.IgnoreRequest: Forbidden by robots.txt>
DavidWMarsden,https://marsdenforsenate.nationbuilder.com/users/twitter/connect?page_id=90,2,<twisted.python.failure.Failure scrapy.exceptions.IgnoreRequest: Forbidden by robots.txt>
DavidWMarsden,https://marsdenforsenate.nationbuilder.com/users/facebook/connect?page_id=93&scope=public_profile%2Cemail,2,<twisted.python.failure.Failure scrapy.exceptions.IgnoreRequest: Forbidden by robots.txt>
DavidWMarsden,https://marsdenforsenate.nationbuilder.com/users/twitter/connect?page_id=93,2,<twisted.python.failure.Failure scrapy.exceptions.IgnoreRequest: Forbidden by robots.txt>
DavidWMarsden,https://marsdenforsenate.nationbuilder.com/users/facebook/connect?page_id=91&scope=public_profile%2Cemail,3,<twisted.python.failure.Failure scrapy.exceptions.IgnoreRequest: Forbidden by robots.txt>
DavidWMarsden,https://marsdenforsenate.nationbuilder.com/users/twitter/connect?page_id=91,3,<twisted.python.failure.Failure scrapy.exceptions.IgnoreRequest: Forbidden by robots.txt>
DavidWMarsden,https://marsdenforsenate.nationbuilder.com/users/facebook/connect?page_id=84&scope=public_profile%2Cemail,3,<twisted.python.failure.Failure scrapy.exceptions.IgnoreRequest: Forbidden by robots.txt>
DavidWMarsden,https://marsdenforsenate.nationbuilder.com/users/twitter/connect?page_id=84,3,<twisted.python.failure.Failure scrapy.exceptions.IgnoreRequest: Forbidden by robots.txt>
DavidWMarsden,https://marsdenforsenate.nationbuilder.com/users/facebook/connect?page_id=82&scope=public_profile%2Cemail,3,<twisted.python.failure.Failure scrapy.exceptions.IgnoreRequest: Forbidden by robots.txt>
DavidWMarsden,https://marsdenforsenate.nationbuilder.com/users/twitter/connect?page_id=82,3,<twisted.python.failure.Failure scrapy.exceptions.IgnoreRequest: Forbidden by robots.txt>
DavidWMarsden,https://marsdenforsenate.nationbuilder.com/users/facebook/connect?page_id=81&scope=public_profile%2Cemail,3,<twisted.python.failure.Failure scrapy.exceptions.IgnoreRequest: Forbidden by robots.txt>
DavidWMarsden,https://marsdenforsenate.nationbuilder.com/users/twitter/connect?page_id=81,3,<twisted.python.failure.Failure scrapy.exceptions.IgnoreRequest: Forbidden by robots.txt>
DavidWMarsden,https://marsdenforsenate.nationbuilder.com/users/facebook/connect?page_id=76&scope=public_profile%2Cemail,3,<twisted.python.failure.Failure scrapy.exceptions.IgnoreRequest: Forbidden by robots.txt>
DavidWMarsden,https://marsdenforsenate.nationbuilder.com/users/twitter/connect?page_id=76,3,<twisted.python.failure.Failure scrapy.exceptions.IgnoreRequest: Forbidden by robots.txt>
DavidWMarsden,https://nationbuilder.com/users/facebook/connect?page_id=79875&scope=public_profile%2Cemail,3,<twisted.python.failure.Failure scrapy.exceptions.IgnoreRequest: Forbidden by robots.txt>
DavidWMarsden,https://nationbuilder.com/users/twitter/connect?page_id=79875,3,<twisted.python.failure.Failure scrapy.exceptions.IgnoreRequest: Forbidden by robots.txt>
DavidWMarsden,https://3dna.nationbuilder.com/users/password_resets/new,3,<twisted.python.failure.Failure scrapy.exceptions.IgnoreRequest: Forbidden by robots.txt>
DavidWMarsden,https://www.nationbuilder.partners/partner_resources,3,<twisted.python.failure.Failure scrapy.exceptions.IgnoreRequest: Forbidden by robots.txt>
DavidWMarsden,https://nationbuilder.com/how_to_filter,3,<twisted.python.failure.Failure scrapy.exceptions.IgnoreRequest: Forbidden by robots.txt>
RichardCRipSullivanJr,https://ripsullivan.com/legislation/,1,<twisted.python.failure.Failure scrapy.spidermiddlewares.httperror.HttpError: Ignoring non-200 response>
RichardCRipSullivanJr,https://ripsullivan.com/speeches/,1,<twisted.python.failure.Failure scrapy.spidermiddlewares.httperror.HttpError: Ignoring non-200 response>
RichardCRipSullivanJr,https://ripsullivan.com/events/,1,<twisted.python.failure.Failure scrapy.spidermiddlewares.httperror.HttpError: Ignoring non-200 response>
RichardCRipSullivanJr,https://ripsullivan.com/state-lawmakers-reach-agreement-on-amendments-to-virginias-current-budget/,1,<twisted.python.failure.Failure scrapy.spidermiddlewares.httperror.HttpError: Ignoring non-200 response>
RichardCRipSullivanJr,https://ripsullivan.com/campaign-update-july-2023/,1,<twisted.python.failure.Failure scrapy.spidermiddlewares.httperror.HttpError: Ignoring non-200 response>
RichardCRipSullivanJr,https://ripsullivan.com/the-hill-democrats-parents-rights-and-election-2024/,1,<twisted.python.failure.Failure scrapy.spidermiddlewares.httperror.HttpError: Ignoring non-200 response>
RichardCRipSullivanJr,https://ripsullivan.com/roanoke-times-governor-approves-compensation-payment-for-wrongfully-convicted-montgomery-county-man/,2,<twisted.python.failure.Failure scrapy.spidermiddlewares.httperror.HttpError: Ignoring non-200 response>
RichardCRipSullivanJr,https://ripsullivan.com/session-update-february-27-2023/,2,<twisted.python.failure.Failure scrapy.spidermiddlewares.httperror.HttpError: Ignoring non-200 response>
RichardCRipSullivanJr,https://ripsullivan.com/session-update-february-17-2023/,2,<twisted.python.failure.Failure scrapy.spidermiddlewares.httperror.HttpError: Ignoring non-200 response>
RichardCRipSullivanJr,https://ripsullivan.com/session-update-february-10-2023/,2,<twisted.python.failure.Failure scrapy.spidermiddlewares.httperror.HttpError: Ignoring non-200 response>
RichardCRipSullivanJr,https://ripsullivan.com/session-update-february-4-2023/,2,<twisted.python.failure.Failure scrapy.spidermiddlewares.httperror.HttpError: Ignoring non-200 response>
RichardCRipSullivanJr,https://ripsullivan.com/session-update-january-28-2023/,2,<twisted.python.failure.Failure scrapy.spidermiddlewares.httperror.HttpError: Ignoring non-200 response>
RichardCRipSullivanJr,https://ripsullivan.com/session-update-january-23-2023/,2,<twisted.python.failure.Failure scrapy.spidermiddlewares.httperror.HttpError: Ignoring non-200 response>
RichardCRipSullivanJr,https://ripsullivan.com/session-update-january-13-2023/,2,<twisted.python.failure.Failure scrapy.spidermiddlewares.httperror.HttpError: Ignoring non-200 response>
RichardCRipSullivanJr,https://ripsullivan.com/sen-mcclellan-sen-deeds-del-ware-del-sullivan-announce-bipartisan-affordable-energy-act/,2,<twisted.python.failure.Failure scrapy.spidermiddlewares.httperror.HttpError: Ignoring non-200 response>
RichardCRipSullivanJr,https://ripsullivan.com/rip-sullivan-youngkins-energy-plan-would-set-virginia-back/,2,<twisted.python.failure.Failure scrapy.spidermiddlewares.httperror.HttpError: Ignoring non-200 response>
RichardCRipSullivanJr,https://ripsullivan.com/richmond-times-dispatch-could-virginias-red-flag-law-have-helped-in-the-uva-case/,2,<twisted.python.failure.Failure scrapy.spidermiddlewares.httperror.HttpError: Ignoring non-200 response>
RichardCRipSullivanJr,https://ripsullivan.com/richmond-times-dispatch-no-electric-vehicles-arent-a-threat-to-virginians/,2,<twisted.python.failure.Failure scrapy.spidermiddlewares.httperror.HttpError: Ignoring non-200 response>
RichardCRipSullivanJr,https://ripsullivan.com/virginia-business-electric-vehicle-infrastructure-buildout-gathers-power/,2,<twisted.python.failure.Failure scrapy.spidermiddlewares.httperror.HttpError: Ignoring non-200 response>
RichardCRipSullivanJr,https://ripsullivan.com/whos-the-snowflake-now/,2,<twisted.python.failure.Failure scrapy.spidermiddlewares.httperror.HttpError: Ignoring non-200 response>
RichardCRipSullivanJr,https://ripsullivan.com/op-ed-we-dont-want-any-missed-flags-in-virginia/,2,<twisted.python.failure.Failure scrapy.spidermiddlewares.httperror.HttpError: Ignoring non-200 response>
RichardCRipSullivanJr,https://ripsullivan.com/general-assembly-update-week-8/,2,<twisted.python.failure.Failure scrapy.spidermiddlewares.httperror.HttpError: Ignoring non-200 response>
RichardCRipSullivanJr,https://ripsullivan.com/2022/12/15/,3,<twisted.python.failure.Failure scrapy.spidermiddlewares.httperror.HttpError: Ignoring non-200 response>
RodneyTWillett,http://rodwillett.com/?emci=a475a919-40dc-ec11-b656-281878b8c32f&emdi=ea000000-0000-0000-0000-000000000001&ceid=,3,Connection was refused by other side: ConnectionRefusedError
RodneyTWillett,http://rodwillett.com/?emci=71b9f0b0-e561-ed11-ade6-14cb651ee1db&emdi=ea000000-0000-0000-0000-000000000001&ceid=,3,Connection was refused by other side: ConnectionRefusedError
RodneyTWillett,http://rodwillett.com/?emci=e97ede6c-c135-ed11-ae83-281878b83d8a&emdi=ea000000-0000-0000-0000-000000000001&ceid=,3,Connection was refused by other side: ConnectionRefusedError
RodneyTWillett,http://rodwillett.com/?emci=e7263749-d02a-ed11-ae83-281878b83d8a&emdi=ea000000-0000-0000-0000-000000000001&ceid=,3,Connection was refused by other side: ConnectionRefusedError
RodneyTWillett,http://rodwillett.com/?emci=4aa011c8-a21f-ed11-bd6e-281878b83d8a&emdi=ea000000-0000-0000-0000-000000000001&ceid=,3,Connection was refused by other side: ConnectionRefusedError
RodneyTWillett,http://rodwillett.com/?emci=e5f34550-db14-ed11-bd6e-281878b83d8a&emdi=ea000000-0000-0000-0000-000000000001&ceid=,3,Connection was refused by other side: ConnectionRefusedError
ChristieNewCraig,http://www.ChristieNewCraig.co...,2,<twisted.python.failure.Failure builtins.ValueError: invalid hostname: www.christienewcraig.co...>
MarciaSCiaPrice,https://www.governor.virginia.gov/media/governorvirginiagov/governor-of-virginia/pdf/Martinsville-Seven-Grant.pdf,2,<twisted.python.failure.Failure scrapy.spidermiddlewares.httperror.HttpError: Ignoring non-200 response>
RodneyTWillett,http://rodwillett.com/?emci=f37e67b3-39fe-ec11-b47a-281878b83d8a&emdi=ea000000-0000-0000-0000-000000000001&ceid=,3,Connection was refused by other side: ConnectionRefusedError
RodneyTWillett,http://rodwillett.com/?emci=79a5ff6d-30f3-ec11-b47a-281878b83d8a&emdi=ea000000-0000-0000-0000-000000000001&ceid=,3,Connection was refused by other side: ConnectionRefusedError
MarciaSCiaPrice,https://www.PriceforDelegate.com/content/fineprint,2,<twisted.python.failure.Failure scrapy.spidermiddlewares.httperror.HttpError: Ignoring non-200 response>
RodneyTWillett,http://rodwillett.com,3,Connection was refused by other side: ConnectionRefusedError
RodneyTWillett,http://rodwillett.com/?emci=2a2ab376-c0c7-ec11-997e-281878b83d8a&emdi=ea000000-0000-0000-0000-000000000001&ceid=,3,Connection was refused by other side: ConnectionRefusedError
PhillipAPhilScott,http://info@philscottva.com,2,<twisted.python.failure.Failure builtins.ValueError: invalid hostname: info@philscottva.com>
PhillipAPhilScott,https://www.staging2.philscottva.com/contact/,2,<twisted.python.failure.Failure scrapy.exceptions.IgnoreRequest: Forbidden by robots.txt>
AmandaEBatten,http://batten.catch.network/wp-content/uploads/2023/03/V3-Batten-2023-Survey-Summary.docx.pdf,1,<twisted.python.failure.Failure scrapy.spidermiddlewares.httperror.HttpError: Ignoring non-200 response>
MajorMikeWebb,https://www.MajorMikeWebb.org,0,<twisted.python.failure.Failure twisted.internet.error.DNSLookupError: DNS lookup failed: no results for hostname lookup: www.majormikewebb.org.>
DavidLOwen,https://votedavidowen.com/alerts?author=633b3b70a8f9be537056795c,3,<twisted.python.failure.Failure scrapy.exceptions.IgnoreRequest: Forbidden by robots.txt>
DavidLOwen,https://votedavidowen.com/alerts/RSVP to attend at https:/votedavidowen.com/events,3,<twisted.python.failure.Failure scrapy.spidermiddlewares.httperror.HttpError: Ignoring non-200 response>
DavidLOwen,https://votedavidowen.com/alerts?author=5b367794396f8c54336a18fb,3,<twisted.python.failure.Failure scrapy.exceptions.IgnoreRequest: Forbidden by robots.txt>
DestinyLLevereBolling,https://www.dhcd.virginia.gov/sites/default/files/Docx/vati/2023/2023%20Vati%20Applications/1_henrico_county_broadband_2023-merged.pdf,2,<twisted.python.failure.Failure twisted.internet.error.TimeoutError: User timeout caused connection failure: Getting https://www.dhcd.virginia.gov/sites/default/files/Docx/vati/2023/2023%20Vati%20Applications/1_henrico_county_broadband_2023-merged.pdf took longer than 20.0 seconds..>
CMattFariss,https://www.mattfariss.com/users/facebook/connect?page_id=71&scope=public_profile%2Cemail,1,<twisted.python.failure.Failure scrapy.exceptions.IgnoreRequest: Forbidden by robots.txt>
CMattFariss,https://www.mattfariss.com/users/twitter/connect?page_id=71,1,<twisted.python.failure.Failure scrapy.exceptions.IgnoreRequest: Forbidden by robots.txt>
CMattFariss,https://www.mattfariss.com/users/facebook/connect?page_id=113&scope=public_profile%2Cemail,2,<twisted.python.failure.Failure scrapy.exceptions.IgnoreRequest: Forbidden by robots.txt>
CMattFariss,https://www.mattfariss.com/users/twitter/connect?page_id=113,2,<twisted.python.failure.Failure scrapy.exceptions.IgnoreRequest: Forbidden by robots.txt>
CMattFariss,https://www.mattfariss.com/users/facebook/connect?page_id=114&scope=public_profile%2Cemail,2,<twisted.python.failure.Failure scrapy.exceptions.IgnoreRequest: Forbidden by robots.txt>
CMattFariss,https://www.mattfariss.com/users/twitter/connect?page_id=114,2,<twisted.python.failure.Failure scrapy.exceptions.IgnoreRequest: Forbidden by robots.txt>
CMattFariss,https://www.mattfariss.com/users/facebook/connect?page_id=89&scope=public_profile%2Cemail,2,<twisted.python.failure.Failure scrapy.exceptions.IgnoreRequest: Forbidden by robots.txt>
CMattFariss,https://www.mattfariss.com/users/twitter/connect?page_id=89,2,<twisted.python.failure.Failure scrapy.exceptions.IgnoreRequest: Forbidden by robots.txt>
CMattFariss,https://www.mattfariss.com/forms/shares/new?page_id=2264,2,<twisted.python.failure.Failure scrapy.exceptions.IgnoreRequest: Forbidden by robots.txt>
CMattFariss,https://www.mattfariss.com/forms/shares/new?page_id=2263,2,<twisted.python.failure.Failure scrapy.exceptions.IgnoreRequest: Forbidden by robots.txt>
CMattFariss,https://www.mattfariss.com/forms/shares/new?page_id=2262,2,<twisted.python.failure.Failure scrapy.exceptions.IgnoreRequest: Forbidden by robots.txt>
CMattFariss,https://www.mattfariss.com/forms/shares/new?page_id=2261,2,<twisted.python.failure.Failure scrapy.exceptions.IgnoreRequest: Forbidden by robots.txt>
CMattFariss,https://www.mattfariss.com/forms/shares/new?page_id=2260,2,<twisted.python.failure.Failure scrapy.exceptions.IgnoreRequest: Forbidden by robots.txt>
CMattFariss,https://www.mattfariss.com/forms/shares/new?page_id=2259,2,<twisted.python.failure.Failure scrapy.exceptions.IgnoreRequest: Forbidden by robots.txt>
CMattFariss,https://www.mattfariss.com/forms/shares/new?page_id=2258,2,<twisted.python.failure.Failure scrapy.exceptions.IgnoreRequest: Forbidden by robots.txt>
CMattFariss,https://www.mattfariss.com/forms/shares/new?page_id=2257,2,<twisted.python.failure.Failure scrapy.exceptions.IgnoreRequest: Forbidden by robots.txt>
CMattFariss,https://www.mattfariss.com/forms/shares/new?page_id=2256,2,<twisted.python.failure.Failure scrapy.exceptions.IgnoreRequest: Forbidden by robots.txt>
CMattFariss,https://www.mattfariss.com/forms/shares/new?page_id=2255,2,<twisted.python.failure.Failure scrapy.exceptions.IgnoreRequest: Forbidden by robots.txt>
CMattFariss,https://www.mattfariss.com/users/facebook/connect?page_id=107&scope=public_profile%2Cemail,2,<twisted.python.failure.Failure scrapy.exceptions.IgnoreRequest: Forbidden by robots.txt>
CMattFariss,https://www.mattfariss.com/users/twitter/connect?page_id=107,2,<twisted.python.failure.Failure scrapy.exceptions.IgnoreRequest: Forbidden by robots.txt>
CMattFariss,https://www.mattfariss.com/users/facebook/connect?page_id=117&scope=public_profile%2Cemail,2,<twisted.python.failure.Failure scrapy.exceptions.IgnoreRequest: Forbidden by robots.txt>
CMattFariss,https://www.mattfariss.com/users/twitter/connect?page_id=117,2,<twisted.python.failure.Failure scrapy.exceptions.IgnoreRequest: Forbidden by robots.txt>
CMattFariss,https://www.mattfariss.com/users/facebook/connect?page_id=73&scope=public_profile%2Cemail,2,<twisted.python.failure.Failure scrapy.exceptions.IgnoreRequest: Forbidden by robots.txt>
CMattFariss,https://www.mattfariss.com/users/twitter/connect?page_id=73,2,<twisted.python.failure.Failure scrapy.exceptions.IgnoreRequest: Forbidden by robots.txt>
CMattFariss,https://www.mattfariss.com/users/facebook/connect?page_id=72&scope=public_profile%2Cemail,2,<twisted.python.failure.Failure scrapy.exceptions.IgnoreRequest: Forbidden by robots.txt>
CMattFariss,https://www.mattfariss.com/users/twitter/connect?page_id=72,2,<twisted.python.failure.Failure scrapy.exceptions.IgnoreRequest: Forbidden by robots.txt>
CMattFariss,https://www.mattfariss.com/users/facebook/connect?page_id=108&scope=public_profile%2Cemail,2,<twisted.python.failure.Failure scrapy.exceptions.IgnoreRequest: Forbidden by robots.txt>
CMattFariss,https://www.mattfariss.com/users/twitter/connect?page_id=108,2,<twisted.python.failure.Failure scrapy.exceptions.IgnoreRequest: Forbidden by robots.txt>
CMattFariss,https://www.mattfariss.com/users/facebook/connect?page_id=111&scope=public_profile%2Cemail,2,<twisted.python.failure.Failure scrapy.exceptions.IgnoreRequest: Forbidden by robots.txt>
CMattFariss,https://www.mattfariss.com/users/twitter/connect?page_id=111,2,<twisted.python.failure.Failure scrapy.exceptions.IgnoreRequest: Forbidden by robots.txt>
CMattFariss,https://www.mattfariss.com/users/facebook/connect?page_id=190&scope=public_profile%2Cemail,2,<twisted.python.failure.Failure scrapy.exceptions.IgnoreRequest: Forbidden by robots.txt>
CMattFariss,https://www.mattfariss.com/users/twitter/connect?page_id=190,2,<twisted.python.failure.Failure scrapy.exceptions.IgnoreRequest: Forbidden by robots.txt>
CMattFariss,https://www.mattfariss.com/users/facebook/connect?page_id=112&scope=public_profile%2Cemail,2,<twisted.python.failure.Failure scrapy.exceptions.IgnoreRequest: Forbidden by robots.txt>
CMattFariss,https://www.mattfariss.com/users/twitter/connect?page_id=112,2,<twisted.python.failure.Failure scrapy.exceptions.IgnoreRequest: Forbidden by robots.txt>
CMattFariss,https://www.mattfariss.com/users/facebook/connect?page_id=2252&scope=public_profile%2Cemail,2,<twisted.python.failure.Failure scrapy.exceptions.IgnoreRequest: Forbidden by robots.txt>
CMattFariss,https://www.mattfariss.com/users/twitter/connect?page_id=2252,2,<twisted.python.failure.Failure scrapy.exceptions.IgnoreRequest: Forbidden by robots.txt>
CMattFariss,https://www.mattfariss.com/users/facebook/connect?page_id=81&scope=public_profile%2Cemail,2,<twisted.python.failure.Failure scrapy.exceptions.IgnoreRequest: Forbidden by robots.txt>
CMattFariss,https://www.mattfariss.com/users/twitter/connect?page_id=81,2,<twisted.python.failure.Failure scrapy.exceptions.IgnoreRequest: Forbidden by robots.txt>
CMattFariss,https://www.mattfariss.com/users/facebook/connect?page_id=92&scope=public_profile%2Cemail,2,<twisted.python.failure.Failure scrapy.exceptions.IgnoreRequest: Forbidden by robots.txt>
CMattFariss,https://www.mattfariss.com/users/twitter/connect?page_id=92,2,<twisted.python.failure.Failure scrapy.exceptions.IgnoreRequest: Forbidden by robots.txt>
CMattFariss,https://www.mattfariss.com/users/facebook/connect?page_id=2266&scope=public_profile%2Cemail,2,<twisted.python.failure.Failure scrapy.exceptions.IgnoreRequest: Forbidden by robots.txt>
CMattFariss,https://www.mattfariss.com/users/twitter/connect?page_id=2266,2,<twisted.python.failure.Failure scrapy.exceptions.IgnoreRequest: Forbidden by robots.txt>
CMattFariss,https://www.mattfariss.com/users/password_resets/new,2,<twisted.python.failure.Failure scrapy.exceptions.IgnoreRequest: Forbidden by robots.txt>
CMattFariss,https://www.mattfariss.com/users/facebook/connect?page_id=2264&scope=public_profile%2Cemail,3,<twisted.python.failure.Failure scrapy.exceptions.IgnoreRequest: Forbidden by robots.txt>
CMattFariss,https://www.mattfariss.com/users/twitter/connect?page_id=2264,3,<twisted.python.failure.Failure scrapy.exceptions.IgnoreRequest: Forbidden by robots.txt>
CMattFariss,https://www.mattfariss.com/users/facebook/connect?page_id=2263&scope=public_profile%2Cemail,3,<twisted.python.failure.Failure scrapy.exceptions.IgnoreRequest: Forbidden by robots.txt>
CMattFariss,https://www.mattfariss.com/users/twitter/connect?page_id=2263,3,<twisted.python.failure.Failure scrapy.exceptions.IgnoreRequest: Forbidden by robots.txt>
CMattFariss,https://www.mattfariss.com/users/facebook/connect?page_id=2262&scope=public_profile%2Cemail,3,<twisted.python.failure.Failure scrapy.exceptions.IgnoreRequest: Forbidden by robots.txt>
