name,url,depth,error_msg
DonL.ScottJr.,https://,0,<twisted.python.failure.Failure idna.core.IDNAError: Empty domain>
C.MattFariss,https://www.mattfariss.com/users/facebook/connect?page_id=71&scope=public_profile%2Cemail,1,<twisted.python.failure.Failure scrapy.exceptions.IgnoreRequest: Forbidden by robots.txt>
C.MattFariss,https://www.mattfariss.com/users/twitter/connect?page_id=71,1,<twisted.python.failure.Failure scrapy.exceptions.IgnoreRequest: Forbidden by robots.txt>
MajorMikeWebb,https://www.MajorMikeWebb.org,0,<twisted.python.failure.Failure twisted.internet.error.DNSLookupError: DNS lookup failed: no results for hostname lookup: www.majormikewebb.org.>
C.MattFariss,https://www.mattfariss.com/users/facebook/connect?page_id=113&scope=public_profile%2Cemail,2,<twisted.python.failure.Failure scrapy.exceptions.IgnoreRequest: Forbidden by robots.txt>
C.MattFariss,https://www.mattfariss.com/users/twitter/connect?page_id=113,2,<twisted.python.failure.Failure scrapy.exceptions.IgnoreRequest: Forbidden by robots.txt>
C.MattFariss,https://www.mattfariss.com/users/facebook/connect?page_id=114&scope=public_profile%2Cemail,2,<twisted.python.failure.Failure scrapy.exceptions.IgnoreRequest: Forbidden by robots.txt>
C.MattFariss,https://www.mattfariss.com/users/twitter/connect?page_id=114,2,<twisted.python.failure.Failure scrapy.exceptions.IgnoreRequest: Forbidden by robots.txt>
C.MattFariss,https://www.mattfariss.com/users/facebook/connect?page_id=89&scope=public_profile%2Cemail,2,<twisted.python.failure.Failure scrapy.exceptions.IgnoreRequest: Forbidden by robots.txt>
C.MattFariss,https://www.mattfariss.com/users/twitter/connect?page_id=89,2,<twisted.python.failure.Failure scrapy.exceptions.IgnoreRequest: Forbidden by robots.txt>
C.MattFariss,https://www.mattfariss.com/forms/shares/new?page_id=2264,2,<twisted.python.failure.Failure scrapy.exceptions.IgnoreRequest: Forbidden by robots.txt>
C.MattFariss,https://www.mattfariss.com/users/facebook/connect?page_id=107&scope=public_profile%2Cemail,2,<twisted.python.failure.Failure scrapy.exceptions.IgnoreRequest: Forbidden by robots.txt>
C.MattFariss,https://www.mattfariss.com/users/twitter/connect?page_id=107,2,<twisted.python.failure.Failure scrapy.exceptions.IgnoreRequest: Forbidden by robots.txt>
C.MattFariss,https://www.mattfariss.com/forms/shares/new?page_id=2263,2,<twisted.python.failure.Failure scrapy.exceptions.IgnoreRequest: Forbidden by robots.txt>
C.MattFariss,https://www.mattfariss.com/forms/shares/new?page_id=2262,2,<twisted.python.failure.Failure scrapy.exceptions.IgnoreRequest: Forbidden by robots.txt>
