name,url,depth,error_msg
CarrieEmersonCoyner,https://,0,<twisted.python.failure.Failure idna.core.IDNAError: Empty domain>
MajorMikeWebb,https://www.MajorMikeWebb.org,0,<twisted.python.failure.Failure twisted.internet.error.DNSLookupError: DNS lookup failed: no results for hostname lookup: www.majormikewebb.org.>
AlfonsoHLopez,https://www.elections.virginia.gov/media/formswarehouse/veris-voter-registration/applications/VA-NVRA-1-Voter-Registration-Application-rev-4_1-(1).pdf,2,<twisted.python.failure.Failure scrapy.spidermiddlewares.httperror.HttpError: Ignoring non-200 response>
PhillipAPhilScott,http://info@philscottva.com,2,<twisted.python.failure.Failure builtins.ValueError: invalid hostname: info@philscottva.com>
PhillipAPhilScott,https://www.staging2.philscottva.com/contact/,2,<twisted.python.failure.Failure scrapy.exceptions.IgnoreRequest: Forbidden by robots.txt>
TTravisHackworth,https://www.travishackworth.com/updates?author=5b367794396f8c54336a18fb,3,<twisted.python.failure.Failure scrapy.exceptions.IgnoreRequest: Forbidden by robots.txt>
TTravisHackworth,https://www.travishackworth.com/updates?author=651cb0a443e6d165bedb8c1e,3,<twisted.python.failure.Failure scrapy.exceptions.IgnoreRequest: Forbidden by robots.txt>
ThomasATomGarrettJr,https://www.tomfordelegate.com,0,<twisted.python.failure.Failure scrapy.spidermiddlewares.httperror.HttpError: Ignoring non-200 response>
CMattFariss,https://www.mattfariss.com/users/facebook/connect?page_id=71&scope=public_profile%2Cemail,1,<twisted.python.failure.Failure scrapy.exceptions.IgnoreRequest: Forbidden by robots.txt>
CMattFariss,https://www.mattfariss.com/users/twitter/connect?page_id=71,1,<twisted.python.failure.Failure scrapy.exceptions.IgnoreRequest: Forbidden by robots.txt>
JamesAThomasJr,https://www.thomasforvirginia.com/홈,1,<twisted.python.failure.Failure scrapy.spidermiddlewares.httperror.HttpError: Ignoring non-200 response>
CMattFariss,https://www.mattfariss.com/users/facebook/connect?page_id=113&scope=public_profile%2Cemail,2,<twisted.python.failure.Failure scrapy.exceptions.IgnoreRequest: Forbidden by robots.txt>
CMattFariss,https://www.mattfariss.com/users/twitter/connect?page_id=113,2,<twisted.python.failure.Failure scrapy.exceptions.IgnoreRequest: Forbidden by robots.txt>
CMattFariss,https://www.mattfariss.com/users/facebook/connect?page_id=114&scope=public_profile%2Cemail,2,<twisted.python.failure.Failure scrapy.exceptions.IgnoreRequest: Forbidden by robots.txt>
CMattFariss,https://www.mattfariss.com/users/twitter/connect?page_id=114,2,<twisted.python.failure.Failure scrapy.exceptions.IgnoreRequest: Forbidden by robots.txt>
CMattFariss,https://www.mattfariss.com/users/facebook/connect?page_id=89&scope=public_profile%2Cemail,2,<twisted.python.failure.Failure scrapy.exceptions.IgnoreRequest: Forbidden by robots.txt>
CMattFariss,https://www.mattfariss.com/users/twitter/connect?page_id=89,2,<twisted.python.failure.Failure scrapy.exceptions.IgnoreRequest: Forbidden by robots.txt>
CMattFariss,https://www.mattfariss.com/forms/shares/new?page_id=2264,2,<twisted.python.failure.Failure scrapy.exceptions.IgnoreRequest: Forbidden by robots.txt>
CMattFariss,https://www.mattfariss.com/forms/shares/new?page_id=2263,2,<twisted.python.failure.Failure scrapy.exceptions.IgnoreRequest: Forbidden by robots.txt>
CMattFariss,https://www.mattfariss.com/forms/shares/new?page_id=2262,2,<twisted.python.failure.Failure scrapy.exceptions.IgnoreRequest: Forbidden by robots.txt>
CMattFariss,https://www.mattfariss.com/forms/shares/new?page_id=2261,2,<twisted.python.failure.Failure scrapy.exceptions.IgnoreRequest: Forbidden by robots.txt>
CMattFariss,https://www.mattfariss.com/forms/shares/new?page_id=2260,2,<twisted.python.failure.Failure scrapy.exceptions.IgnoreRequest: Forbidden by robots.txt>
CMattFariss,https://www.mattfariss.com/forms/shares/new?page_id=2259,2,<twisted.python.failure.Failure scrapy.exceptions.IgnoreRequest: Forbidden by robots.txt>
CMattFariss,https://www.mattfariss.com/forms/shares/new?page_id=2258,2,<twisted.python.failure.Failure scrapy.exceptions.IgnoreRequest: Forbidden by robots.txt>
CMattFariss,https://www.mattfariss.com/forms/shares/new?page_id=2257,2,<twisted.python.failure.Failure scrapy.exceptions.IgnoreRequest: Forbidden by robots.txt>
CMattFariss,https://www.mattfariss.com/forms/shares/new?page_id=2256,2,<twisted.python.failure.Failure scrapy.exceptions.IgnoreRequest: Forbidden by robots.txt>
CMattFariss,https://www.mattfariss.com/forms/shares/new?page_id=2255,2,<twisted.python.failure.Failure scrapy.exceptions.IgnoreRequest: Forbidden by robots.txt>
CMattFariss,https://www.mattfariss.com/users/facebook/connect?page_id=107&scope=public_profile%2Cemail,2,<twisted.python.failure.Failure scrapy.exceptions.IgnoreRequest: Forbidden by robots.txt>
CMattFariss,https://www.mattfariss.com/users/twitter/connect?page_id=107,2,<twisted.python.failure.Failure scrapy.exceptions.IgnoreRequest: Forbidden by robots.txt>
CMattFariss,https://www.mattfariss.com/users/facebook/connect?page_id=117&scope=public_profile%2Cemail,2,<twisted.python.failure.Failure scrapy.exceptions.IgnoreRequest: Forbidden by robots.txt>
CMattFariss,https://www.mattfariss.com/users/twitter/connect?page_id=117,2,<twisted.python.failure.Failure scrapy.exceptions.IgnoreRequest: Forbidden by robots.txt>
CMattFariss,https://www.mattfariss.com/users/facebook/connect?page_id=73&scope=public_profile%2Cemail,2,<twisted.python.failure.Failure scrapy.exceptions.IgnoreRequest: Forbidden by robots.txt>
CMattFariss,https://www.mattfariss.com/users/twitter/connect?page_id=73,2,<twisted.python.failure.Failure scrapy.exceptions.IgnoreRequest: Forbidden by robots.txt>
CMattFariss,https://www.mattfariss.com/users/facebook/connect?page_id=72&scope=public_profile%2Cemail,2,<twisted.python.failure.Failure scrapy.exceptions.IgnoreRequest: Forbidden by robots.txt>
CMattFariss,https://www.mattfariss.com/users/twitter/connect?page_id=72,2,<twisted.python.failure.Failure scrapy.exceptions.IgnoreRequest: Forbidden by robots.txt>
CMattFariss,https://www.mattfariss.com/users/facebook/connect?page_id=108&scope=public_profile%2Cemail,2,<twisted.python.failure.Failure scrapy.exceptions.IgnoreRequest: Forbidden by robots.txt>
CMattFariss,https://www.mattfariss.com/users/twitter/connect?page_id=108,2,<twisted.python.failure.Failure scrapy.exceptions.IgnoreRequest: Forbidden by robots.txt>
CMattFariss,https://www.mattfariss.com/users/facebook/connect?page_id=111&scope=public_profile%2Cemail,2,<twisted.python.failure.Failure scrapy.exceptions.IgnoreRequest: Forbidden by robots.txt>
CMattFariss,https://www.mattfariss.com/users/twitter/connect?page_id=111,2,<twisted.python.failure.Failure scrapy.exceptions.IgnoreRequest: Forbidden by robots.txt>
CMattFariss,https://www.mattfariss.com/users/facebook/connect?page_id=190&scope=public_profile%2Cemail,2,<twisted.python.failure.Failure scrapy.exceptions.IgnoreRequest: Forbidden by robots.txt>
CMattFariss,https://www.mattfariss.com/users/twitter/connect?page_id=190,2,<twisted.python.failure.Failure scrapy.exceptions.IgnoreRequest: Forbidden by robots.txt>
CMattFariss,https://www.mattfariss.com/users/facebook/connect?page_id=112&scope=public_profile%2Cemail,2,<twisted.python.failure.Failure scrapy.exceptions.IgnoreRequest: Forbidden by robots.txt>
CMattFariss,https://www.mattfariss.com/users/twitter/connect?page_id=112,2,<twisted.python.failure.Failure scrapy.exceptions.IgnoreRequest: Forbidden by robots.txt>
CMattFariss,https://www.mattfariss.com/users/facebook/connect?page_id=2252&scope=public_profile%2Cemail,2,<twisted.python.failure.Failure scrapy.exceptions.IgnoreRequest: Forbidden by robots.txt>
CMattFariss,https://www.mattfariss.com/users/twitter/connect?page_id=2252,2,<twisted.python.failure.Failure scrapy.exceptions.IgnoreRequest: Forbidden by robots.txt>
CMattFariss,https://www.mattfariss.com/users/facebook/connect?page_id=81&scope=public_profile%2Cemail,2,<twisted.python.failure.Failure scrapy.exceptions.IgnoreRequest: Forbidden by robots.txt>
CMattFariss,https://www.mattfariss.com/users/twitter/connect?page_id=81,2,<twisted.python.failure.Failure scrapy.exceptions.IgnoreRequest: Forbidden by robots.txt>
CMattFariss,https://www.mattfariss.com/users/facebook/connect?page_id=92&scope=public_profile%2Cemail,2,<twisted.python.failure.Failure scrapy.exceptions.IgnoreRequest: Forbidden by robots.txt>
CMattFariss,https://www.mattfariss.com/users/twitter/connect?page_id=92,2,<twisted.python.failure.Failure scrapy.exceptions.IgnoreRequest: Forbidden by robots.txt>
CMattFariss,https://www.mattfariss.com/users/facebook/connect?page_id=2266&scope=public_profile%2Cemail,2,<twisted.python.failure.Failure scrapy.exceptions.IgnoreRequest: Forbidden by robots.txt>
CMattFariss,https://www.mattfariss.com/users/twitter/connect?page_id=2266,2,<twisted.python.failure.Failure scrapy.exceptions.IgnoreRequest: Forbidden by robots.txt>
CMattFariss,https://www.mattfariss.com/users/password_resets/new,2,<twisted.python.failure.Failure scrapy.exceptions.IgnoreRequest: Forbidden by robots.txt>
CMattFariss,https://www.mattfariss.com/users/facebook/connect?page_id=2264&scope=public_profile%2Cemail,3,<twisted.python.failure.Failure scrapy.exceptions.IgnoreRequest: Forbidden by robots.txt>
